"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",3,3,1.386294,1,-1.386294,1,0.2,20,0.626796169077945,1.20378776480696,-1.61520540210123,1.18274042832612,1.03684671028529,0.946893211835799,0.995989157289542,0.194073949858422,18.2811277104891
"result.2",3,3,1.386294,1,-1.386294,1,0.2,20,0.734286491960905,1.42467168808886,-0.984545347325938,0.892042805967606,0.945667426350359,1.11827911747045,0.961198123958889,0.219112475702151,18.1312974505211
"result.3",3,3,1.386294,1,-1.386294,1,0.2,20,0.516411742279854,1.41627581499091,-1.87989086897177,1.22526481362444,0.835018392661738,1.03795361679434,1.01290222000298,0.205205959798866,21.2869339514821
"result.4",3,3,1.386294,1,-1.386294,1,0.2,20,-0.020490131195814,1.3445984688591,-0.774950864119404,0.741574320922573,1.12779514263616,1.11352650975677,0.960128922015631,0.217198211331034,18.2868755304215
"result.5",3,3,1.386294,1,-1.386294,1,0.2,20,0.211201456539866,1.1066603525192,-1.10958808874917,0.915609526360509,0.978047766857276,1.02851087826296,1.07026033342849,0.207217610771154,19.1035732532293
"result.6",3,3,1.386294,1,-1.386294,1,0.2,20,-0.126462892800185,1.14499125326402,-0.962849409465433,0.870476871665462,0.971215596536863,1.03510670599752,1.06843534829174,0.207308728222044,19.3598309883019
"result.7",3,3,1.386294,1,-1.386294,1,0.2,20,0.0903909667619995,1.13043791160107,-1.05214596053006,0.897236034179863,0.968774206776779,1.03588190276536,1.06914894157931,0.20656484219162,19.1607712212704
"result.8",3,3,1.386294,1,-1.386294,1,0.2,20,0.0528890124281744,1.16580429172599,-1.06628755913153,0.902235317121454,0.974808161940356,1.0386800426734,1.0691865954746,0.207212789139607,19.0495755752662
"result.9",3,3,1.386294,1,-1.386294,1,0.2,20,0.451392853211948,1.54969629419325,-1.48471233062827,1.04365105661924,1.16849857960516,0.972938724065697,0.995683548368182,0.201349046908762,19.3051895092506
"result.10",3,3,1.386294,1,-1.386294,1,0.2,20,-0.0687757054002182,1.34849261142835,-1.35922610947511,0.978440316778302,0.967664021091786,1.08257428393807,1.04074176700734,0.22266932054321,23.5848909131844
"result.11",3,3,1.386294,1,-1.386294,1,0.2,20,-0.303532492825063,2.01650777123876,-1.08472538175592,0.911517387509752,0.957102948652729,0.987966052651136,1.01954227791055,0.203440561542129,17.5960755172074
"result.12",3,3,1.386294,1,-1.386294,1,0.2,20,0.518195212939928,1.68143229335717,-0.922012964418984,0.823692018999026,0.928666179299284,1.22759959469295,0.996712998707917,0.181468986690209,19.6168035738779
"result.13",3,3,1.386294,1,-1.386294,1,0.2,20,0.213095650207574,1.15190761449997,-0.517608674967057,0.767814931020162,0.910147342547121,1.04045593075172,1.00134184741947,0.223517937051141,25.109179921462
"result.14",3,3,1.386294,1,-1.386294,1,0.2,20,1.0141367307357,0.814273749591002,-1.28496527201089,0.977750716629648,1.03054946966519,0.91264497865227,0.985155045311175,0.181078058900524,16.8544001668658
"result.15",3,3,1.386294,1,-1.386294,1,0.2,20,-0.214617887898813,1.21492434096158,-1.1869421847572,0.954483182746762,1.0812622054415,1.09815492024518,0.963668667568957,0.193322529823701,19.2159651594193
"result.16",3,3,1.386294,1,-1.386294,1,0.2,20,0.45231488721409,1.23248867407516,-0.973585153394225,0.751830634275402,1.15330240789869,1.11158596737297,0.961323085168081,0.204564073536845,15.7151297938486
