"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",1,1,1.386294,1,-1.386294,1,0.2,20,0.799917198622955,2.03219183313406,0.39560717919743,0.87964823645128,0.51182265359573,1.10400569267605,1.16894878809078,0.162332003334497,27.076984631061
"result.2",1,1,1.386294,1,-1.386294,1,0.2,20,0.497830377548934,1.12113235327402,0.740735183075242,1.17437495785241,0.736838508375142,1.30176728812546,0.726110218362515,0.191224676370474,21.6408344530024
"result.3",1,1,1.386294,1,-1.386294,1,0.2,20,0.819178089363311,2.059106738276,-0.0357051636457114,0.450855290630205,0.557740153229916,0.799964207155841,0.775748893827773,0.23518319648665,28.664606534946
"result.4",1,1,1.386294,1,-1.386294,1,0.2,20,1.1004329382533,1.65745917325504,-0.225439084335284,1.72428586597557,0.885572423468709,0.978459554752593,0.651576258027549,0.150931437838081,17.6795465899387
"result.5",1,1,1.386294,1,-1.386294,1,0.2,20,0.755296933184136,1.40317829019812,0.252700921467733,0.6643428194059,0.566523774407409,0.959991079830731,0.994619777070677,0.211382763685697,23.1088447303753
"result.6",1,1,1.386294,1,-1.386294,1,0.2,20,1.22377184764643,1.91936613427972,0.306092396989669,0.579403173725457,0.891727552005375,0.835590274267435,0.991303872458744,0.209011054861667,23.8744136685892
"result.7",1,1,1.386294,1,-1.386294,1,0.2,20,0.644304896456974,1.71622891443189,0.353606945094459,0.681138133163975,0.550454573729026,0.975898693098987,1.04469685449101,0.206906018949336,24.0908117596381
"result.8",1,1,1.386294,1,-1.386294,1,0.2,20,0.866875144427241,1.45110566951627,0.679909493449981,0.808545902674952,0.773806426491238,0.870470143590849,0.907503636038406,0.220461956028159,24.8581868801251
"result.9",1,1,1.386294,1,-1.386294,1,0.2,20,0.99710627457965,1.88763925905157,-0.0681513680363458,1.44313290901986,0.72106012090983,1.06468987786189,0.792674742730643,0.17356858347268,19.9452296030517
"result.10",1,1,1.386294,1,-1.386294,1,0.2,20,0.519132654405004,1.49659975192482,-0.0735564944596305,1.41249408235872,0.54042482267545,0.955434038901108,0.983337236213817,0.218333389300053,32.3295963419042
"result.11",1,1,1.386294,1,-1.386294,1,0.2,20,1.2362425764086,1.85573951397443,0.95719276455583,1.67585174264223,1.04061582120117,0.849423224219876,0.960503180934635,0.166232534368472,25.1356596411353
"result.12",1,1,1.386294,1,-1.386294,1,0.2,20,0.907790238016907,1.75639950756838,0.502597099532134,0.196035427905826,0.690456708430203,0.894555739989515,0.652320752343704,0.203579000261867,25.2904773354743
"result.13",1,1,1.386294,1,-1.386294,1,0.2,20,0.639960090492148,1.60989372691718,0.572838669405511,1.15813628734094,0.944169505196105,0.977810183170194,1.19158327750018,0.204888292796803,30.3567819957593
"result.14",1,1,1.386294,1,-1.386294,1,0.2,20,0.6478220628766,1.67720675735644,-0.0954078377143668,0.341260316667519,0.530356878750736,0.743295843515825,1.20597714590993,0.199343825489956,25.7322996782718
"result.15",1,1,1.386294,1,-1.386294,1,0.2,20,0.79179113525808,1.86152283313831,-0.680297958146796,0.973012726644628,0.743615215297303,1.00204227657049,0.914060548519073,0.205281374827807,32.5682367074734
"result.16",1,1,1.386294,1,-1.386294,1,0.2,20,1.12469637929664,2.04359710847003,0.329351138170546,0.704143649461337,0.857283045176283,0.935095149467305,1.10624732178411,0.18813920785798,27.829408584441
"result.17",1,1,1.386294,1,-1.386294,1,0.2,20,0.701386656904422,1.58899832596555,0.884402492998886,1.59741136443415,0.629121750842353,1.2249701051741,1.00844838977972,0.175337934005925,26.4625224065529
