"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",4,3,-1.386294,1,1.386294,1,0.8,20,-1.51800539181211,1.05874881878562,1.42730682819856,1.01308175472855,1.02891447643482,0.957830902159937,0.99103157015316,0.797298236178635,20.3693077197421
"result.2",4,3,-1.386294,1,1.386294,1,0.8,20,-1.55946160572919,1.0560251086883,1.31449794204407,1.06940843410906,0.938167335518091,1.00596079749236,0.999707979863501,0.80123190510975,17.9824769813735
"result.3",4,3,-1.386294,1,1.386294,1,0.8,20,-1.92205035018379,1.21988010404426,1.28038795398682,1.11424559861177,0.930626298450022,0.991282921191237,1.00446959569891,0.793504731641826,20.4652906727746
"result.4",4,3,-1.386294,1,1.386294,1,0.8,20,-1.55461122552903,1.0405928421602,1.46099773274275,1.07985881673488,1.01642626703752,0.972787483818779,1.0018426942203,0.805017933341956,20.7404696889569
"result.5",4,3,-1.386294,1,1.386294,1,0.8,20,-1.10677204954636,0.959532309189931,1.53043064010275,1.04703804583115,1.03841914408842,0.994453607140372,0.998323872808901,0.789875749497203,20.3657842434186
"result.6",4,3,-1.386294,1,1.386294,1,0.8,20,-1.14703318358494,0.973788015030116,1.55939246938755,1.03170363652818,1.03892574827067,0.994353760710251,0.998601010323281,0.790131899069756,20.3352075412774
"result.7",4,3,-1.386294,1,1.386294,1,0.8,20,-1.14588972890119,0.972910406070552,1.54186775768422,1.04079939838544,1.04154683005758,0.992952170536164,0.998137622677044,0.790300098870215,20.3113637425482
"result.8",4,3,-1.386294,1,1.386294,1,0.8,20,-1.10712065792878,0.959835820320356,1.55963299496297,1.03226054652086,1.03579092516239,0.99290232784196,0.998036208675391,0.788795840176774,20.4057030801711
"result.9",4,3,-1.386294,1,1.386294,1,0.8,20,-1.06993924918984,0.896265534734627,1.69734521809007,0.939882212517937,1.03640710015587,1.07097333402537,0.982064860186925,0.807765718141426,20.9430798402295
"result.10",4,3,-1.386294,1,1.386294,1,0.8,20,-0.994828488388853,0.863911515056042,1.21472188675863,1.08837145786804,1.03701333836238,0.930476238793688,1.01501772213088,0.771742494832789,21.216899468608
