"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.97038632552004,1.24713114308718,-1.05909120733432,0.882922844759998,0.902841524962225,0.998760881839482,0.989682285266466,0.21198521700122,17.6535874074639
"result.2",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.7745948092686,1.16094430893819,-1.1976632269517,0.977273977566341,0.85143375257176,0.818775604248007,0.977354644254451,0.175065180640057,22.4484690679193
"result.3",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.84923996311739,1.10710218268023,-1.32302747855361,1.00192165281453,0.979061293018817,0.991657790640538,1.05154043133367,0.21358990054229,20.1283514387552
"result.4",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.2992898663911,0.962551650730806,-1.0467695000445,0.937388442761117,0.98159855898468,0.98232492338515,1.0250566744237,0.227037935902512,21.6980490012975
"result.5",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.19659529774465,0.995826540405648,-0.702676112182401,0.78133950645882,1.1374585233762,0.995524367270044,0.951522149200804,0.195023567592626,20.1989331284942
"result.6",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.18622048200777,0.995025378130824,-0.732366320206526,0.791062033334307,1.12281156598526,0.989425184451822,0.95149470776919,0.195093339743557,20.0918919329067
"result.7",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.17569588921439,0.989650845992865,-0.703471989840124,0.782766601806914,1.15826173033686,0.984773459611361,0.951471110447939,0.195122716620295,19.9045551655895
"result.8",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.20278586331793,0.999470166643836,-0.703343901039577,0.782027093361116,1.13918868279939,0.989285351379887,0.951741999413768,0.194902870064872,20.0390233044705
"result.9",4,4,-1.386294,1,-1.386294,1,0.2,20,-2.51300400066867,1.38043763854915,-0.976299513556483,0.86678185723902,0.834882621612842,1.17247893482831,1.01918344740055,0.188802963648,19.340182118501
"result.10",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.00047763715989,0.813176507084644,-0.89611048805704,0.827069262432896,1.13228134344944,0.939500756427368,0.979823428157878,0.194109124881894,17.9759943339456
"result.11",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.02294176462108,0.821311772125068,-1.71725634928682,1.11409270021295,0.848297797096374,0.873680429880829,0.97711569490401,0.19315296780303,22.4645427848473
"result.12",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.67354180836596,1.13966899251892,-0.804863097379654,0.830424409679023,1.00387463012083,1.00169639893069,0.998066732005996,0.205080667636996,24.428081420827
"result.13",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.3793856146469,1.01507151428773,-1.22127219765051,0.975178684967065,0.997158984297626,1.05563488250767,0.983907529870719,0.206080090641814,18.3455742249294
"result.14",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.47510160805922,0.987907226078627,-1.00897775361468,0.859704277870392,1.08810532611679,1.06656756264894,1.01359104921257,0.199369655181567,23.785071011092
"result.15",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.90896103631003,1.16715056225214,-1.35329488942615,1.01974190654081,0.990252745593369,0.961127471957642,1.0613758181173,0.176103514116924,22.8431417208084
"result.16",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.669060971569729,0.756532926240047,-1.34315877884856,1.01449451591775,0.94924703769831,1.06052448030608,0.959242186128431,0.208294607290733,29.748599367631
"result.17",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.2781103994379,0.949556661261344,-1.04479854916852,0.844258584093941,0.94131967548873,1.0009073405431,0.993905447704302,0.176309024933103,21.7391635249108
"result.18",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.13498596755556,0.904469894717506,-0.978591747940134,0.925565603593733,1.34204105354663,0.996849954823072,0.951458605589078,0.199584748419918,19.7030924169866
"result.19",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.76610863785143,1.11198028846115,-1.33925962747174,0.965304345181775,1.07250509566066,0.974822546380153,0.979982797118579,0.175255129245721,23.4198008482446
"result.20",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.878760331022628,0.886080256087948,-1.02138713875943,0.914470335392758,1.07141336991892,1.02486049093292,0.99903525468106,0.173073074025464,20.4552966064737
"result.21",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.21261431882362,0.936699075308102,-1.25587534053523,0.98309474838552,0.994708027054403,1.04661252418832,0.960836903112569,0.243298183137859,21.1719227138962
"result.22",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.01142129770543,0.770105643547612,-1.16463327497028,0.900076316018528,0.928866236393452,0.953445575542727,0.961841927509155,0.191154648751416,19.8121139953063
"result.23",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.170403420668106,0.547422545889086,-1.23644516363216,0.971307820456826,0.92767897795192,1.02296669118522,0.979385896347017,0.177337255013004,22.013548919224
"result.24",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.786073980051148,0.701229377177995,-1.06210004450447,0.843973846484796,1.05635183772285,0.975384069899129,1.0069153159552,0.211741667814774,20.9782503931046
"result.25",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.24295208166449,0.888543360983677,-0.742864787772809,0.776205562487667,1.01256851326177,1.06346676635398,0.994716467666747,0.187175445867949,23.5967245653472
"result.26",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.634207415409219,0.692750638740193,-1.18525277258851,0.911953001746416,1.01374897857541,1.00047410389414,1.05976171399165,0.195585091047528,16.4147576169852
"result.27",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.32924613859276,0.93235427252044,-0.939275199960316,0.860210250053233,0.998216664803022,1.07959830492363,0.982049315944402,0.199903442462911,20.6721754598858
"result.28",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.70850810326063,1.00908238548415,-1.324300030575,0.961009453729676,0.919415065326906,0.989511818636327,1.02480261440552,0.195202041114265,22.5164607090342
"result.29",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.885361407587785,0.72345623930724,-1.35824145168552,0.991344049806163,0.925539219541487,1.04256297745519,0.98815228292682,0.159615982267056,17.738828683883
"result.30",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.25747152091418,0.93481525879342,-0.651509328882316,0.693034392458761,0.919377980016063,0.901936620865246,0.945341417467439,0.202567085270585,20.6330148263669
"result.31",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.96073376540775,1.18347082423071,-1.42198185469026,1.00309428947704,0.840026586082498,0.90304915657927,1.00135055878228,0.192781816626522,21.0813609008369
"result.32",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.49265034535879,0.924371655754431,-1.35298990527736,1.01239648082722,0.906078417514862,1.01440922251723,0.989858540116078,0.176127145163697,23.84111015337
"result.33",4,4,-1.386294,1,-1.386294,1,0.2,20,-0.903483338109693,0.855449044805276,-1.24201047522188,0.918837078556167,1.03774580100262,1.00731386542235,0.98485019281346,0.205425083165486,19.6610818385199
"result.34",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.46543319369969,0.961421150951194,-1.0618260471418,0.8759458514081,0.861849381677376,0.96798507981963,1.01982938374017,0.190903779641498,18.9490731658626
"result.35",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.52251107649056,1.12282596665117,-0.985720499105844,0.840345043394655,1.10694504859659,0.966750133009237,1.03569486251118,0.183120312138219,17.3980749134102
"result.36",4,4,-1.386294,1,-1.386294,1,0.2,20,-1.02062562673222,0.793795119520065,-0.840165287933334,0.863815375522582,1.10938378979485,0.984314281110179,1.04855073319318,0.200894212546307,17.275633440095
