"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",1,3,1.386294,1,1.386294,1,0.8,20,1.2993467324152,2.57876878328466,1.21748155493437,1.23471935408923,0.569680475187921,1.19599786891481,1.00060267732881,0.797310163361171,19.9177466897407
"result.2",1,3,1.386294,1,1.386294,1,0.8,20,1.34701141256345,2.51842668114768,1.13949264446977,1.11297198211311,0.639135795955838,1.24393968014943,1.04255610036468,0.807326370703518,20.906761645072
"result.3",1,3,1.386294,1,1.386294,1,0.8,20,1.6251049649561,2.24565776440073,1.66933491863392,0.766561750253527,0.780530822360058,1.00956480882963,1.02901129916155,0.766285932222602,19.023898129365
"result.4",1,3,1.386294,1,1.386294,1,0.8,20,1.01991891935193,1.82731888153509,0.891960673149119,1.18535922634409,0.786042045986674,0.980277852733873,0.98809508512778,0.78200207097864,20.9010635015028
"result.5",1,3,1.386294,1,1.386294,1,0.8,20,1.44061786826037,2.30300781927948,1.29105086553916,0.987660896467746,0.721929475331188,1.13685065377404,0.986377497688514,0.811776517075471,21.4106251759724
"result.6",1,3,1.386294,1,1.386294,1,0.8,20,1.03935009138083,1.87329550131305,1.28411767855292,0.991615765986508,0.692784633122475,1.10460750718949,0.987511809293991,0.821538172734893,21.111807321818
"result.7",1,3,1.386294,1,1.386294,1,0.8,20,1.39549112590558,2.50643697787835,1.28814514344326,0.989599494224485,0.617465248180922,1.23415677473866,0.987390240422108,0.810794484464872,21.5099364705648
"result.8",1,3,1.386294,1,1.386294,1,0.8,20,1.89409116647648,2.50833589904479,1.26156364406061,1.00290442448983,0.926737597335896,0.959479792690955,0.987210090547775,0.811137458192951,21.3712997521301
"result.9",1,3,1.386294,1,1.386294,1,0.8,20,1.70805236354026,2.1853173974887,1.9141628888432,1.19385551089367,0.868837715616524,0.941106046518226,1.00461387054495,0.81330659685536,20.4481452561831
"result.10",1,3,1.386294,1,1.386294,1,0.8,20,1.85317643297057,2.40759845814607,2.01579393850052,0.651458683650414,0.908349800065802,0.860910091706402,0.97444890858273,0.780422681114477,19.6575369009572
"result.11",1,3,1.386294,1,1.386294,1,0.8,20,0.883211440418532,2.11709591819519,1.90566157009404,0.744274121776747,0.651660152276876,1.00880449458611,1.05439588752029,0.79094680993007,20.2079023078561
"result.12",1,3,1.386294,1,1.386294,1,0.8,20,1.38840291137513,2.28138216831414,1.49319011727309,1.05298010401726,0.7184432037726,1.14319154459267,1.06324123330687,0.765073339699141,21.0580699275057
"result.13",1,3,1.386294,1,1.386294,1,0.8,20,1.25443836415468,2.45709476461768,1.42383068263357,0.966157766091861,0.60187748208265,1.26164954487976,1.047690929863,0.799999707843462,18.1561349808978
