"","true_n.swab","true_n.PCR","true_B1","true_B2","true_G1","true_G2","true_psi","true_lambda","B1","B2","G1","G2","sigma1","sigma2","sigma3","psi","lambda"
"result.1",1,4,-1.386294,1,1.386294,1,0.8,20,1.09164637788379,1.94040078698884,2.16143316179757,0.736660365641084,0.869257624130224,0.951260790271,1.01580489594904,0.682581413878656,25.4905112533334
"result.2",1,4,-1.386294,1,1.386294,1,0.8,20,0.719557411814061,1.50548022176492,1.270386847267,0.939239073328357,0.578546303643816,1.11853554136929,0.986968749994954,0.672457295085484,24.9620666840737
"result.3",1,4,-1.386294,1,1.386294,1,0.8,20,1.14757675353765,2.23892821606944,0.82848643439217,1.32610653599868,0.975548945091394,0.910211950196939,0.974125851438876,0.651822188260069,24.0451705444049
"result.4",1,4,-1.386294,1,1.386294,1,0.8,20,0.913481512313109,2.06901211024216,1.83000604437514,0.971367915518342,1.06692253294699,0.630633792616528,0.992658198439291,0.669860184361139,22.5411094353365
"result.5",1,4,-1.386294,1,1.386294,1,0.8,20,0.365089939363697,0.699411171164847,1.72007400056999,0.876193740081162,0.91502969148878,0.909679540081534,1.01075158791844,0.740857896565992,20.8610254356971
"result.6",1,4,-1.386294,1,1.386294,1,0.8,20,0.365089939363697,0.699411171164847,1.72007400056999,0.876193740081162,0.91502969148878,0.909679540081534,1.01075158791844,0.740857896565992,20.8610254356971
"result.7",1,4,-1.386294,1,1.386294,1,0.8,20,0.0773460054152049,0.662470502781937,1.71331485347002,0.880225178428987,0.782995615448052,0.997002192759711,1.01174623830881,0.763703934793609,20.8464075247348
"result.8",1,4,-1.386294,1,1.386294,1,0.8,20,0.462173128005871,1.10487190389129,1.73470111185557,0.869418470222999,0.61683204980939,1.11632858917805,1.01171774396202,0.73857692395806,21.6603251731623
"result.9",1,4,-1.386294,1,1.386294,1,0.8,20,0.750403186488356,1.5563516931818,1.97403142820919,0.778950030826856,0.871382336256638,0.99739482878166,0.998576010891173,0.703531921228866,23.663363962185
"result.10",1,4,-1.386294,1,1.386294,1,0.8,20,0.770017993636801,1.64327237112379,1.63625881232571,0.98175516303255,0.8368994437276,0.86650328404686,1.01292857272559,0.677892313814737,20.8253370399763
"result.11",1,4,-1.386294,1,1.386294,1,0.8,20,0.2227725513516,0.662920056044933,1.02961565162278,1.12398800296843,0.853928556082705,0.757054338880164,1.00492978348909,0.759475854858859,21.1423465656687
"result.12",1,4,-1.386294,1,1.386294,1,0.8,20,0.957509648518634,1.24989700791924,1.64920124913823,0.976967959447221,0.825167642461714,0.915672513262379,1.01280271015151,0.69440613136529,21.1675811121866
"result.13",1,4,-1.386294,1,1.386294,1,0.8,20,0.635136459944105,1.23446638714512,1.44842044544554,1.00979969037287,0.9003022483773,0.900104344386646,0.994010534678371,0.710632397731968,22.7446618649344
"result.14",1,4,-1.386294,1,1.386294,1,0.8,20,1.15904609385166,1.93824203177652,0.917463206431014,1.1664767669078,0.928382558845161,0.808910722783297,0.986558675393146,0.663790180153819,23.8985269962051
"result.15",1,4,-1.386294,1,1.386294,1,0.8,20,1.12013222409781,2.23173594549297,1.43540213296819,1.03777910578086,0.801748674282692,1.00677074353636,1.02158424677878,0.636448242419245,21.7473678875325
"result.16",1,4,-1.386294,1,1.386294,1,0.8,20,0.458529320436511,1.27280837019341,1.36326199752683,0.952349124263725,0.911575578098086,0.899640397603267,1.02349635102872,0.687454245537012,21.1589474139397
"result.17",1,4,-1.386294,1,1.386294,1,0.8,20,0.0400419640217694,1.03503533914217,1.48340367444688,1.00284600989426,0.712546107295072,0.962913800117888,0.998442853977889,0.729525293867774,23.4757171795588
"result.18",1,4,-1.386294,1,1.386294,1,0.8,20,0.42221172308847,1.46222739061916,1.1164709611927,1.26021729165937,0.919854080772884,0.808272457200273,1.0054946983878,0.69143025807145,26.0263370629751
"result.19",1,4,-1.386294,1,1.386294,1,0.8,20,0.299080983757422,0.499677080130824,1.00092238688038,1.13498444968123,0.611816779242733,1.18125229096293,0.992020280544406,0.75906484322484,26.2120462202532
"result.20",1,4,-1.386294,1,1.386294,1,0.8,20,1.35281401331158,2.21318371318741,1.53832090014635,1.05268300119424,0.87577787735892,0.977452291599786,0.975213120121801,0.642963257512979,22.798886982765
"result.21",1,4,-1.386294,1,1.386294,1,0.8,20,0.367911112005542,1.07125435822262,1.07133968934734,1.06390577260336,0.638015781115476,1.16757471318309,1.01293221567124,0.707711819486985,21.9417295574435
"result.22",1,4,-1.386294,1,1.386294,1,0.8,20,0.593046350610306,0.857659382726992,1.27827702397394,1.13639889820858,0.799335684983455,1.04889979606364,1.03102035163313,0.743408280815329,23.4990592257656
"result.23",1,4,-1.386294,1,1.386294,1,0.8,20,0.880760510447807,1.87148281732827,1.07884378491305,1.17562498549856,0.986969353630263,0.689387083264498,0.971102218821753,0.707844036524347,22.9155063199185
"result.24",1,4,-1.386294,1,1.386294,1,0.8,20,1.10426727115662,1.3250535584898,1.00557892180954,1.19202437631885,0.919906173739288,0.795585539859565,1.00779849208518,0.689969204869823,21.655066667857
"result.25",1,4,-1.386294,1,1.386294,1,0.8,20,0.610541234636968,1.27796019772186,1.56380941484377,0.930358748804355,0.924840950055536,1.0398037478386,0.988137979584016,0.690555360813383,25.3255437408637
"result.26",1,4,-1.386294,1,1.386294,1,0.8,20,0.324583739777153,2.00399411975428,1.10546001651217,1.06994378508595,1.0069530996612,0.630841464474443,1.03673913935131,0.660039566756849,24.8365757596046
"result.27",1,4,-1.386294,1,1.386294,1,0.8,20,0.928956494435522,1.15894813156383,1.51574748906156,0.962891450696451,0.882909392391281,0.983368267110657,0.955212701175645,0.6846094584721,21.5983575113018
"result.28",1,4,-1.386294,1,1.386294,1,0.8,20,0.0734472735485248,0.764618430789895,0.850462391693667,1.14370226035312,0.715207012372606,1.19883088000705,1.02140582360079,0.736857005910071,23.4063334057665
"result.29",1,4,-1.386294,1,1.386294,1,0.8,20,0.575226781350824,1.4798637818695,1.53267215814964,0.851095018741077,0.946084589549677,0.755206539247746,1.02789638776655,0.713133239238361,24.4740520082801
"result.30",1,4,-1.386294,1,1.386294,1,0.8,20,0.744649503535851,1.11689690028823,0.974898525622088,1.06215846354249,0.782816130490735,1.05851225104758,0.93775995840972,0.710561570857632,23.3295416509214
"result.31",1,4,-1.386294,1,1.386294,1,0.8,20,1.07913580504547,1.8698306339073,1.27042802229416,1.20540426477146,0.721494058220507,1.19467430264458,1.01003057570149,0.650472975538771,22.7390517933174
"result.32",1,4,-1.386294,1,1.386294,1,0.8,20,0.918285013862505,2.14178617295774,1.31451570975484,1.08470875748133,0.865405069347921,0.799598590893802,1.00193459264633,0.65486701581463,23.9403438532476
"result.33",1,4,-1.386294,1,1.386294,1,0.8,20,0.014116472121381,0.958313730779746,0.849336983547852,1.1738097110063,0.671379854287745,0.879084234193753,1.02124994687794,0.742650352734043,25.8504293743097
"result.34",1,4,-1.386294,1,1.386294,1,0.8,20,0.359854576831605,0.990433412077742,0.82612120353709,1.27162090002472,0.960175388613147,0.758453777246073,1.01149098708759,0.740653817701764,24.8416521429543
"result.35",1,4,-1.386294,1,1.386294,1,0.8,20,0.715505991757189,1.30970669562301,1.73594227131045,1.06345482414357,0.904501055403651,0.918802670063656,1.02124741085782,0.719912688723654,24.7699095779573
"result.36",1,4,-1.386294,1,1.386294,1,0.8,20,0.937283808342911,1.76811017445307,1.59677690221479,0.957751266420328,0.644197176696972,1.23597287580312,0.978024360715013,0.630576326726113,23.9987967272398
"result.37",1,4,-1.386294,1,1.386294,1,0.8,20,0.272493958140963,1.64155486651661,0.98881244772275,1.27421086064583,0.956545278562362,0.931825763229513,1.01380042361516,0.698027464277321,22.5822316410462
"result.38",1,4,-1.386294,1,1.386294,1,0.8,20,0.59778517827401,1.48529404678298,1.58032972527825,1.06677369520934,0.855397759138342,0.969820814967248,0.995191980121997,0.663589574298232,23.8646360699389
"result.39",1,4,-1.386294,1,1.386294,1,0.8,20,0.941632960261457,1.85852557497101,1.76567414016683,0.921355071643508,0.738274018877912,1.06401207989968,1.01347580863151,0.676433574262538,21.7134198457971
"result.40",1,4,-1.386294,1,1.386294,1,0.8,20,0.890317325354001,1.65061306104134,1.52911692394238,1.03385276545991,0.945877030723614,0.891795418548488,1.0253757627926,0.678818550051477,25.0364066950594
"result.41",1,4,-1.386294,1,1.386294,1,0.8,20,0.467625236330262,1.24176383642363,1.28518747471728,1.04694169472803,0.723438075131035,1.05900280553653,0.965796666594126,0.723669540195357,21.4972101467741
"result.42",1,4,-1.386294,1,1.386294,1,0.8,20,0.75807712579259,2.06107266888823,1.52522240200664,1.09756109861445,0.953510500833609,0.688066634334626,0.979837697565223,0.664137955750268,23.3384281938465
"result.43",1,4,-1.386294,1,1.386294,1,0.8,20,1.34688490292037,2.05490307713014,1.22154918703135,1.05908108083307,1.14565136633081,0.584739818282638,1.05441168028548,0.65000571053349,25.3940764305647
"result.44",1,4,-1.386294,1,1.386294,1,0.8,20,1.01161879764143,1.84189499552329,1.58339942025779,1.1038870231386,0.934932281835655,0.885706448137283,0.994926046952257,0.644619371428533,26.573866149216
"result.45",1,4,-1.386294,1,1.386294,1,0.8,20,0.531382169613218,1.23834014453637,1.38221434408383,1.08327618146136,0.821854280519481,0.859966382750771,1.01775478662185,0.711592587698168,23.3264756280659
"result.46",1,4,-1.386294,1,1.386294,1,0.8,20,0.299456463354348,0.830201158298676,1.17283392300043,1.16452666961791,0.726620735128024,0.869342906536884,1.00481315942386,0.782843450284237,21.5979645365042
"result.47",1,4,-1.386294,1,1.386294,1,0.8,20,0.353237546549439,1.12878938446787,1.20119079009007,0.916976711298987,0.998855749759982,0.730021954925476,1.00975802449598,0.720847685108881,21.7620376069826
"result.48",1,4,-1.386294,1,1.386294,1,0.8,20,0.705758901628884,1.61112084384204,0.688143486901048,1.41328848291848,0.750853461435198,1.19417067837464,1.03470895814284,0.683951124823272,24.2240410946499
"result.49",1,4,-1.386294,1,1.386294,1,0.8,20,1.0163683651205,1.7853679544356,1.78722146354134,0.869393487035012,0.866799066842393,0.917330556782773,0.982319322698768,0.677259664572004,26.0239305467009
"result.50",1,4,-1.386294,1,1.386294,1,0.8,20,0.937540035323736,2.17579160447958,1.31109197718164,1.06459207210143,0.792875255494988,0.993651700424402,0.972462884770041,0.676384634983045,21.2068547551398
